通報ID,三支業者通報時間,特店名稱,特店統一編號,特店地址,特店電話,特店註冊日期,特店網址,三支業者通報案由,三支業者示警,執法機構處理狀態,三支業者聯絡人,三支通報業者,特店成立至通報天數,跨業者通報數,是否跨業者重複通報,是否節慶高風險期間,節慶／消費檔期名稱,距節慶中心日天數,關聯群組,共用地址群組,共用電話群組,共用網址群組,建議綜合風險分數,資料性質
R00389,2025-10-03 21:30:00,嘉禾電子商務有限公司,25000447,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-03-10,https://www.easybonus-market-4.com,疑似假交易真套現,高,已移送偵辦,周柏廷,第三方支付C,572,3,是,是,中秋節,-3,G04,ADDR-G04,TEL-G04,WEB-G04,86,模擬資料
R00392,2025-10-04 09:01:00,鑫盛科技有限公司,25011771,桃園市桃園區中正路226號8樓,02-3851-4817,2025-07-26,https://www.shop1079-tw.com,疑似人頭特店,高,調查中,吳佩珊,第三方支付C,70,3,是,是,中秋節,-2,,,,,73,模擬資料
R00394,2025-10-04 09:11:00,富邦達行銷有限公司,25012963,台北市大安區復興南路一段293號4樓,05-9521-8179,2025-08-05,https://www.shop1087-tw.com,特店網站內容與申請業態不符,高,確認涉詐,周柏廷,第三方支付C,60,3,是,是,中秋節,-2,,,,,85,模擬資料
R00393,2025-10-04 19:52:00,易享電子商務有限公司,25000298,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-02-20,https://www.goldtrade-shop-3.com,異常大量交易,中,要求補充資料,李佳穎,第三方支付B,592,3,是,是,中秋節,-2,G03,ADDR-G03,TEL-G03,WEB-G03,81,模擬資料
R00391,2025-10-04 22:00:00,樂購商行,25012069,桃園市桃園區中正路44號7樓,02-8482-6543,2025-07-05,https://www.shop1081-tw.com,疑似人頭特店,中,要求補充資料,張家維,第三方支付B,91,3,是,是,中秋節,-2,,,,,70,模擬資料
R00395,2025-10-05 14:49:00,創盈數位有限公司,25001490,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-04-21,https://www.fastmall-pay-3.com,疑似人頭特店,中,尚未移送,周柏廷,第三方支付C,532,3,是,是,中秋節,-1,G01,ADDR-G01,TEL-G01,WEB-G01,69,模擬資料
R00396,2025-10-05 18:54:00,昇泰科技有限公司,25010132,新竹市東區光復路二段246號11樓,05-9767-5823,2024-07-29,https://www.shop1068-tw.com,疑似假交易真套現,高,尚未移送,王怡婷,第三方支付A,433,3,是,是,中秋節,-1,,,,,63,模擬資料
R00397,2025-10-05 22:38:00,樂購國際有限公司,25015347,高雄市三民區建國二路142號6樓,06-7497-4882,2025-03-12,https://www.shop1103-tw.com,疑似假交易真套現,中,調查中,王怡婷,第三方支付A,207,3,是,是,中秋節,-1,,,,,51,模擬資料
R00400,2025-10-06 14:09:00,豐盛數位有限公司,25004917,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-11-07,https://www.easybonus-market-2.com,疑似人頭特店,高,確認涉詐,黃郁涵,第三方支付B,333,3,是,是,中秋節,0,G04,ADDR-G04,TEL-G04,WEB-G04,75,模擬資料
R00401,2025-10-06 14:12:00,昇泰商行,25014304,台南市中西區民生路二段203號2樓,02-6735-2950,2025-04-11,https://www.shop1096-tw.com,特店網站內容與申請業態不符,高,已通報執法機構,蔡承翰,第三方支付C,178,2,是,是,中秋節,0,,,,,67,模擬資料
R00398,2025-10-06 18:51:00,宏富商行,25003725,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-10-07,https://www.fastmall-pay-2.com,疑似假交易真套現,高,已移送偵辦,王怡婷,第三方支付A,364,3,是,是,中秋節,0,G01,ADDR-G01,TEL-G01,WEB-G01,74,模擬資料
R00399,2025-10-06 22:59:00,大洋數位有限公司,25011026,新北市新莊區中正路208號14樓,07-5681-9117,2024-08-13,https://www.shop1074-tw.com,異常大量交易,低,調查中,張家維,第三方支付B,419,3,是,是,中秋節,0,,,,,65,模擬資料
R00403,2025-10-07 09:08:00,百匯電子商務有限公司,25001043,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-03-04,https://www.goldtrade-shop-4.com,疑似假投資平台收款,高,確認涉詐,張家維,第三方支付B,582,3,是,是,中秋節,1,G03,ADDR-G03,TEL-G03,WEB-G03,78,模擬資料
R00402,2025-10-07 20:14:00,新富電子商務有限公司,25011473,台中市北屯區崇德路二段91號9樓,06-6453-1016,2025-05-04,https://www.shop1077-tw.com,疑似人頭特店,高,已移送偵辦,王怡婷,第三方支付A,156,3,是,是,中秋節,1,,,,,74,模擬資料
R00404,2025-10-08 08:58:00,鑫盛科技有限公司,25011771,桃園市桃園區中正路226號8樓,02-3851-4817,2025-10-05,https://www.shop1079-tw.com,疑似假投資平台收款,高,調查中,蔡承翰,第三方支付C,3,3,是,是,中秋節,2,,,,,91,模擬資料
R00406,2025-10-08 10:44:00,新曜數位有限公司,25005811,新竹市東區光復路二段132號9樓,05-6088-1591,2024-06-27,https://www.shop1039-tw.com,疑似假投資平台收款,低,調查中,吳佩珊,第三方支付C,468,3,是,是,中秋節,2,,,,,53,模擬資料
R00405,2025-10-08 17:29:00,百匯電子商務有限公司,25001043,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-03-04,https://www.goldtrade-shop-4.com,異常大量交易,高,要求補充資料,黃郁涵,第三方支付B,583,3,是,是,中秋節,2,G03,ADDR-G03,TEL-G03,WEB-G03,83,模擬資料
R00408,2025-10-09 17:10:00,創盈國際有限公司,25014453,桃園市桃園區中正路218號3樓,07-4177-8362,2025-07-22,https://www.shop1097-tw.com,疑似假投資平台收款,高,已移送偵辦,周柏廷,第三方支付C,79,3,是,是,中秋節,3,,,,,85,模擬資料
R00407,2025-10-09 18:09:00,鑫盛數位有限公司,25002086,桃園市桃園區中正路520號10樓,03-335-8811,2024-05-31,https://www.superdeal-tw-3.com,疑似假交易真套現,中,調查中,陳冠宇,第三方支付A,496,3,是,是,中秋節,3,G05,ADDR-G05,TEL-G05,WEB-G05,66,模擬資料
R00409,2025-10-10 19:33:00,豐盛數位有限公司,25000000,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-09-03,https://www.fastmall-pay-1.com,疑似串接博弈網站,高,要求補充資料,陳冠宇,第三方支付A,402,3,是,是,中秋節,4,G01,ADDR-G01,TEL-G01,WEB-G01,78,模擬資料
R00411,2025-10-11 20:25:00,昇泰商行,25017135,桃園市桃園區中正路220號3樓,04-8411-2039,2025-07-13,https://www.shop1115-tw.com,異常大量交易,高,要求補充資料,林志豪,第三方支付A,90,3,是,是,中秋節,5,,,,,76,模擬資料
R00410,2025-10-11 21:41:00,創盈國際有限公司,25014453,桃園市桃園區中正路218號3樓,07-4177-8362,2025-07-22,https://www.shop1097-tw.com,疑似串接博弈網站,高,已移送偵辦,王怡婷,第三方支付A,81,3,是,是,中秋節,5,,,,,76,模擬資料
R00412,2025-10-12 11:51:00,捷利數位有限公司,25008940,台北市大安區復興南路一段273號5樓,07-9651-9067,2024-07-14,https://www.shop1060-tw.com,大量退款與取消交易,中,要求補充資料,周柏廷,第三方支付C,455,3,是,是,中秋節,6,,,,,56,模擬資料
R00413,2025-10-12 21:31:00,昇泰國際有限公司,25001341,桃園市桃園區中正路520號10樓,03-335-8811,2024-10-02,https://www.superdeal-tw-2.com,疑似人頭特店,高,調查中,林志豪,第三方支付A,375,3,是,是,中秋節,6,G05,ADDR-G05,TEL-G05,WEB-G05,75,模擬資料
R00414,2025-10-13 14:46:00,宏富數位有限公司,25009983,台南市中西區民生路二段210號11樓,07-2498-7045,2024-10-31,https://www.shop1067-tw.com,特店網站內容與申請業態不符,中,要求補充資料,黃郁涵,第三方支付B,347,3,是,否,,,,,,,56,模擬資料
R00416,2025-10-15 13:05:00,優選商行,25007003,台北市信義區松仁路193號13樓,07-4616-6615,2024-04-06,https://www.shop1047-tw.com,疑似人頭特店,低,結案未確認違法,周柏廷,第三方支付C,557,2,是,否,,,,,,,36,模擬資料
R00415,2025-10-15 14:26:00,易享行銷有限公司,25016837,台北市大安區復興南路一段191號11樓,06-2814-4964,2025-06-25,https://www.shop1113-tw.com,大量退款與取消交易,低,已通報執法機構,張家維,第三方支付B,112,3,是,否,,,,,,,67,模擬資料
R00418,2025-10-17 08:59:00,領航電子商務有限公司,25008344,台北市大安區復興南路一段254號14樓,05-9224-3857,2024-03-11,https://www.shop1056-tw.com,疑似假投資平台收款,低,尚未移送,李佳穎,第三方支付B,585,3,是,否,,,,,,,45,模擬資料
R00417,2025-10-17 17:09:00,宏富商行,25003725,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-10-07,https://www.fastmall-pay-2.com,疑似假投資平台收款,高,調查中,吳佩珊,第三方支付C,375,3,是,否,,,G01,ADDR-G01,TEL-G01,WEB-G01,79,模擬資料
R00419,2025-10-19 15:35:00,迅達商行,25010728,新竹市東區光復路二段218號13樓,02-5012-5787,2024-03-22,https://www.shop1072-tw.com,疑似假交易真套現,高,調查中,吳佩珊,第三方支付C,576,3,是,否,,,,,,,51,模擬資料
R00420,2025-10-20 14:25:00,新富國際有限公司,25011324,台南市中西區民生路二段288號6樓,07-7029-7568,2025-05-09,https://www.shop1076-tw.com,特店網站內容與申請業態不符,低,結案未確認違法,吳佩珊,第三方支付C,164,1,否,否,,,,,,,39,模擬資料
R00421,2025-10-22 08:05:00,新富商行,25012218,新北市新莊區中正路116號12樓,07-6421-2098,2025-03-08,https://www.shop1082-tw.com,特店網站內容與申請業態不符,中,已通報執法機構,蔡承翰,第三方支付C,228,3,是,否,,,,,,,58,模擬資料
R00422,2025-10-22 12:37:00,樂購數位有限公司,25001639,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-04-25,https://www.bestdeal-tw-4.com,疑似假交易真套現,高,調查中,王怡婷,第三方支付A,545,3,是,否,,,G02,ADDR-G02,TEL-G02,WEB-G02,75,模擬資料
R00423,2025-10-23 08:40:00,百匯行銷有限公司,25016092,台南市中西區民生路二段62號9樓,06-4825-7451,2025-04-06,https://www.shop1108-tw.com,短期交易量異常成長,中,調查中,吳佩珊,第三方支付C,200,3,是,否,,,,,,,57,模擬資料
R00424,2025-10-24 09:35:00,宏富數位有限公司,25009983,台南市中西區民生路二段210號11樓,07-2498-7045,2024-10-31,https://www.shop1067-tw.com,短期交易量異常成長,低,尚未移送,張家維,第三方支付B,358,3,是,否,,,,,,,46,模擬資料
R00425,2025-10-29 17:26:00,金典數位有限公司,25016390,新竹市東區光復路二段86號15樓,06-2895-6949,2025-02-13,https://www.shop1110-tw.com,疑似人頭特店,低,結案未確認違法,林志豪,第三方支付A,258,3,是,否,,,,,,,42,模擬資料
R00426,2025-10-30 15:18:00,聚鑫數位有限公司,25001937,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-09-01,https://www.easybonus-market-2.com,疑似人頭特店,高,要求補充資料,蔡承翰,第三方支付C,424,3,是,是,雙11購物檔期,-12,G04,ADDR-G04,TEL-G04,WEB-G04,78,模擬資料
R00427,2025-10-30 18:04:00,大洋數位有限公司,25017433,台南市中西區民生路二段40號14樓,04-6236-3489,2025-08-22,https://www.shop1117-tw.com,疑似人頭特店,中,確認涉詐,陳冠宇,第三方支付A,69,3,是,是,雙11購物檔期,-12,,,,,78,模擬資料
R00428,2025-10-30 22:58:00,昇泰商行,25017135,桃園市桃園區中正路220號3樓,04-8411-2039,2025-07-13,https://www.shop1115-tw.com,疑似人頭特店,中,已通報執法機構,蔡承翰,第三方支付C,109,3,是,是,雙11購物檔期,-12,,,,,63,模擬資料
R00430,2025-10-31 09:17:00,聯盛數位有限公司,25003129,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-10-25,https://www.bestdeal-tw-2.com,疑似假投資平台收款,高,確認涉詐,林志豪,第三方支付A,371,3,是,是,雙11購物檔期,-11,G02,ADDR-G02,TEL-G02,WEB-G02,83,模擬資料
R00429,2025-10-31 21:21:00,領航電子商務有限公司,25008344,台北市大安區復興南路一段254號14樓,05-9224-3857,2024-03-11,https://www.shop1056-tw.com,疑似人頭特店,中,要求補充資料,吳佩珊,第三方支付C,599,3,是,是,雙11購物檔期,-11,,,,,62,模擬資料
R00431,2025-10-31 22:06:00,萬禾行銷有限公司,25002980,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-06-18,https://www.fastmall-pay-1.com,疑似人頭特店,高,要求補充資料,蔡承翰,第三方支付C,500,3,是,是,雙11購物檔期,-11,G01,ADDR-G01,TEL-G01,WEB-G01,78,模擬資料
R00432,2025-10-31 22:16:00,誠品達電子商務有限公司,25009387,台中市北屯區崇德路二段298號2樓,02-5346-1028,2024-04-14,https://www.shop1063-tw.com,多筆交易來源高度集中,中,已通報執法機構,吳佩珊,第三方支付C,565,3,是,是,雙11購物檔期,-11,,,,,61,模擬資料
R00436,2025-11-02 08:10:00,豐盛數位有限公司,25004917,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-11-07,https://www.easybonus-market-2.com,疑似假交易真套現,高,要求補充資料,蔡承翰,第三方支付C,360,3,是,是,雙11購物檔期,-9,G04,ADDR-G04,TEL-G04,WEB-G04,86,模擬資料
R00435,2025-11-02 11:17:00,新曜商行,25003427,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-10-01,https://www.easybonus-market-4.com,疑似洗錢,高,確認涉詐,周柏廷,第三方支付C,397,3,是,是,雙11購物檔期,-9,G04,ADDR-G04,TEL-G04,WEB-G04,74,模擬資料
R00434,2025-11-02 11:19:00,百匯行銷有限公司,25004768,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-06-18,https://www.goldtrade-shop-1.com,疑似人頭特店,高,要求補充資料,李佳穎,第三方支付B,502,3,是,是,雙11購物檔期,-9,G03,ADDR-G03,TEL-G03,WEB-G03,84,模擬資料
R00433,2025-11-02 20:03:00,聚鑫數位有限公司,25001937,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-09-01,https://www.easybonus-market-2.com,大量退款與取消交易,高,已移送偵辦,蔡承翰,第三方支付C,427,3,是,是,雙11購物檔期,-9,G04,ADDR-G04,TEL-G04,WEB-G04,84,模擬資料
R00437,2025-11-03 14:18:00,迅達科技有限公司,25007450,台南市中西區民生路二段255號3樓,04-7157-1328,2024-10-07,https://www.shop1050-tw.com,疑似洗錢,中,要求補充資料,周柏廷,第三方支付C,392,3,是,是,雙11購物檔期,-8,,,,,64,模擬資料
R00438,2025-11-03 14:45:00,百匯數位有限公司,25002533,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-02-19,https://www.goldtrade-shop-2.com,疑似假交易真套現,高,要求補充資料,李佳穎,第三方支付B,623,3,是,是,雙11購物檔期,-8,G03,ADDR-G03,TEL-G03,WEB-G03,73,模擬資料
R00439,2025-11-03 16:03:00,大洋科技有限公司,25002235,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-03-07,https://www.fastmall-pay-4.com,疑似洗錢,高,調查中,蔡承翰,第三方支付C,606,3,是,是,雙11購物檔期,-8,G01,ADDR-G01,TEL-G01,WEB-G01,67,模擬資料
R00441,2025-11-03 16:32:00,鑫盛國際有限公司,25008195,台北市信義區松仁路241號4樓,06-3045-9658,2024-02-17,https://www.shop1055-tw.com,疑似假交易真套現,中,調查中,陳冠宇,第三方支付A,625,3,是,是,雙11購物檔期,-8,,,,,53,模擬資料
R00440,2025-11-03 17:04:00,百匯行銷有限公司,25004768,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-06-18,https://www.goldtrade-shop-1.com,疑似洗錢,中,要求補充資料,張家維,第三方支付B,503,3,是,是,雙11購物檔期,-8,G03,ADDR-G03,TEL-G03,WEB-G03,76,模擬資料
R00442,2025-11-03 19:17:00,創盈科技有限公司,25015049,新北市新莊區中正路207號5樓,03-8448-8627,2025-01-10,https://www.shop1101-tw.com,疑似假投資平台收款,中,已通報執法機構,蔡承翰,第三方支付C,297,3,是,是,雙11購物檔期,-8,,,,,68,模擬資料
R00444,2025-11-04 09:45:00,昇泰國際有限公司,25001341,桃園市桃園區中正路520號10樓,03-335-8811,2024-10-02,https://www.superdeal-tw-2.com,疑似假交易真套現,高,調查中,李佳穎,第三方支付B,398,3,是,是,雙11購物檔期,-7,G05,ADDR-G05,TEL-G05,WEB-G05,83,模擬資料
R00445,2025-11-04 09:56:00,萬禾行銷有限公司,25005960,台南市中西區民生路二段162號2樓,03-7443-6042,2024-10-03,https://www.shop1040-tw.com,異常大量交易,中,要求補充資料,王怡婷,第三方支付A,397,3,是,是,雙11購物檔期,-7,,,,,64,模擬資料
R00443,2025-11-04 17:07:00,金典國際有限公司,25010877,台中市北屯區崇德路二段269號10樓,06-5072-5146,2024-02-25,https://www.shop1073-tw.com,特店網站內容與申請業態不符,中,調查中,陳冠宇,第三方支付A,618,3,是,是,雙11購物檔期,-7,,,,,63,模擬資料
R00448,2025-11-05 09:50:00,新富科技有限公司,25007748,台北市信義區松仁路287號13樓,02-3672-8248,2024-04-19,https://www.shop1052-tw.com,疑似假投資平台收款,低,尚未移送,張家維,第三方支付B,565,2,是,是,雙11購物檔期,-6,,,,,38,模擬資料
R00449,2025-11-05 12:23:00,易享行銷有限公司,25009238,台北市大安區復興南路一段125號6樓,06-4230-2649,2024-06-04,https://www.shop1062-tw.com,異常大量交易,中,已通報執法機構,吳佩珊,第三方支付C,519,3,是,是,雙11購物檔期,-6,,,,,63,模擬資料
R00446,2025-11-05 13:39:00,金曜商行,25012516,台南市中西區民生路二段29號8樓,05-8255-6727,2025-05-16,https://www.shop1084-tw.com,疑似假投資平台收款,高,已移送偵辦,周柏廷,第三方支付C,173,3,是,是,雙11購物檔期,-6,,,,,79,模擬資料
R00447,2025-11-05 20:52:00,聯盛行銷有限公司,25017284,台中市北屯區崇德路二段207號2樓,02-7150-8007,2025-08-06,https://www.shop1116-tw.com,特店網站內容與申請業態不符,中,已通報執法機構,李佳穎,第三方支付B,91,3,是,是,雙11購物檔期,-6,,,,,66,模擬資料
R00454,2025-11-06 11:19:00,豐盛數位有限公司,25000000,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-09-03,https://www.fastmall-pay-1.com,疑似假交易真套現,高,確認涉詐,吳佩珊,第三方支付C,429,3,是,是,雙11購物檔期,-5,G01,ADDR-G01,TEL-G01,WEB-G01,83,模擬資料
R00450,2025-11-06 15:30:00,豐盛數位有限公司,25000000,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-09-03,https://www.fastmall-pay-1.com,異常大量交易,高,調查中,張家維,第三方支付B,429,3,是,是,雙11購物檔期,-5,G01,ADDR-G01,TEL-G01,WEB-G01,76,模擬資料
R00451,2025-11-06 16:35:00,迅達數位有限公司,25009536,高雄市三民區建國二路193號2樓,05-2902-1366,2024-10-22,https://www.shop1064-tw.com,異常大量交易,高,已通報執法機構,李佳穎,第三方支付B,380,3,是,是,雙11購物檔期,-5,,,,,52,模擬資料
R00452,2025-11-06 20:33:00,萬禾商行,25004023,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-08-02,https://www.goldtrade-shop-4.com,疑似假交易真套現,高,調查中,王怡婷,第三方支付A,461,3,是,是,雙11購物檔期,-5,G03,ADDR-G03,TEL-G03,WEB-G03,72,模擬資料
R00455,2025-11-06 20:48:00,新富行銷有限公司,25017582,台南市中西區民生路二段50號7樓,06-8172-9499,2025-07-26,https://www.shop1118-tw.com,疑似假交易真套現,高,已移送偵辦,林志豪,第三方支付A,103,3,是,是,雙11購物檔期,-5,,,,,73,模擬資料
R00453,2025-11-06 21:47:00,富邦達電子商務有限公司,25001192,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-10-17,https://www.easybonus-market-1.com,疑似串接博弈網站,高,已移送偵辦,張家維,第三方支付B,385,3,是,是,雙11購物檔期,-5,G04,ADDR-G04,TEL-G04,WEB-G04,75,模擬資料
R00460,2025-11-07 09:18:00,萬禾數位有限公司,25012367,新北市新莊區中正路130號10樓,05-2744-3109,2025-09-22,https://www.shop1083-tw.com,特店網站內容與申請業態不符,高,尚未移送,林志豪,第三方支付A,46,3,是,是,雙11購物檔期,-4,,,,,71,模擬資料
R00458,2025-11-07 09:36:00,易享科技有限公司,25010430,台北市信義區松仁路87號12樓,05-6921-3297,2024-09-01,https://www.shop1070-tw.com,疑似串接博弈網站,低,尚未移送,蔡承翰,第三方支付C,432,3,是,是,雙11購物檔期,-4,,,,,64,模擬資料
R00459,2025-11-07 11:34:00,誠品達電子商務有限公司,25009387,台中市北屯區崇德路二段298號2樓,02-5346-1028,2024-04-14,https://www.shop1063-tw.com,多筆交易來源高度集中,高,調查中,周柏廷,第三方支付C,572,3,是,是,雙11購物檔期,-4,,,,,49,模擬資料
R00461,2025-11-07 18:08:00,百匯行銷有限公司,25004768,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-06-18,https://www.goldtrade-shop-1.com,異常大量交易,中,尚未移送,陳冠宇,第三方支付A,507,3,是,是,雙11購物檔期,-4,G03,ADDR-G03,TEL-G03,WEB-G03,67,模擬資料
R00457,2025-11-07 20:33:00,豐盛數位有限公司,25004917,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-11-07,https://www.easybonus-market-2.com,疑似人頭特店,高,調查中,周柏廷,第三方支付C,365,3,是,是,雙11購物檔期,-4,G04,ADDR-G04,TEL-G04,WEB-G04,75,模擬資料
R00462,2025-11-07 20:51:00,樂購數位有限公司,25001639,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-04-25,https://www.bestdeal-tw-4.com,疑似洗錢,高,確認涉詐,吳佩珊,第三方支付C,561,3,是,是,雙11購物檔期,-4,G02,ADDR-G02,TEL-G02,WEB-G02,86,模擬資料
R00456,2025-11-07 22:57:00,迅達國際有限公司,25014155,台中市北屯區崇德路二段279號6樓,04-3036-1333,2025-07-03,https://www.shop1095-tw.com,疑似人頭特店,高,確認涉詐,陳冠宇,第三方支付A,127,3,是,是,雙11購物檔期,-4,,,,,81,模擬資料
R00463,2025-11-08 13:43:00,新富商行,25000149,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-11-17,https://www.bestdeal-tw-2.com,多筆交易來源高度集中,低,要求補充資料,林志豪,第三方支付A,356,2,是,是,雙11購物檔期,-3,G02,ADDR-G02,TEL-G02,WEB-G02,69,模擬資料
R00464,2025-11-09 08:00:00,百匯行銷有限公司,25004768,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-06-18,https://www.goldtrade-shop-1.com,疑似人頭特店,高,要求補充資料,蔡承翰,第三方支付C,509,3,是,是,雙11購物檔期,-2,G03,ADDR-G03,TEL-G03,WEB-G03,68,模擬資料
R00465,2025-11-09 14:38:00,鑫盛電子商務有限公司,25000745,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-03-29,https://www.fastmall-pay-2.com,疑似人頭特店,中,已通報執法機構,李佳穎,第三方支付B,590,3,是,是,雙11購物檔期,-2,G01,ADDR-G01,TEL-G01,WEB-G01,65,模擬資料
R00466,2025-11-09 19:02:00,大洋數位有限公司,25017433,台南市中西區民生路二段40號14樓,04-6236-3489,2025-08-22,https://www.shop1117-tw.com,特店網站內容與申請業態不符,高,調查中,李佳穎,第三方支付B,79,3,是,是,雙11購物檔期,-2,,,,,73,模擬資料
R00470,2025-11-10 09:20:00,昇泰商行,25014304,台南市中西區民生路二段203號2樓,02-6735-2950,2025-04-11,https://www.shop1096-tw.com,疑似人頭特店,低,已通報執法機構,周柏廷,第三方支付C,213,2,是,是,雙11購物檔期,-1,,,,,45,模擬資料
R00468,2025-11-10 10:25:00,樂購科技有限公司,25003576,桃園市桃園區中正路520號10樓,03-335-8811,2024-04-29,https://www.superdeal-tw-1.com,異常大量交易,高,確認涉詐,吳佩珊,第三方支付C,560,3,是,是,雙11購物檔期,-1,G05,ADDR-G05,TEL-G05,WEB-G05,77,模擬資料
R00469,2025-11-10 10:54:00,鑫盛數位有限公司,25002086,桃園市桃園區中正路520號10樓,03-335-8811,2024-05-31,https://www.superdeal-tw-3.com,疑似串接博弈網站,中,調查中,蔡承翰,第三方支付C,528,3,是,是,雙11購物檔期,-1,G05,ADDR-G05,TEL-G05,WEB-G05,62,模擬資料
R00471,2025-11-10 11:04:00,萬禾數位有限公司,25012367,新北市新莊區中正路130號10樓,05-2744-3109,2025-09-22,https://www.shop1083-tw.com,異常大量交易,中,要求補充資料,林志豪,第三方支付A,49,3,是,是,雙11購物檔期,-1,,,,,84,模擬資料
R00472,2025-11-10 13:27:00,易享科技有限公司,25010430,台北市信義區松仁路87號12樓,05-6921-3297,2024-09-01,https://www.shop1070-tw.com,大量退款與取消交易,高,要求補充資料,陳冠宇,第三方支付A,435,3,是,是,雙11購物檔期,-1,,,,,67,模擬資料
R00467,2025-11-10 17:52:00,樂購商行,25012069,桃園市桃園區中正路44號7樓,02-8482-6543,2025-07-05,https://www.shop1081-tw.com,短期交易量異常成長,中,尚未移送,蔡承翰,第三方支付C,128,3,是,是,雙11購物檔期,-1,,,,,69,模擬資料
R00476,2025-11-11 08:11:00,豐盛數位有限公司,25000000,台北市中山區南京東路二段100號8樓,02-2718-8899,2024-09-03,https://www.fastmall-pay-1.com,大量退款與取消交易,中,調查中,黃郁涵,第三方支付B,434,3,是,是,雙11購物檔期,0,G01,ADDR-G01,TEL-G01,WEB-G01,86,模擬資料
R00473,2025-11-11 11:47:00,富邦達數位有限公司,25004172,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-09-11,https://www.easybonus-market-1.com,疑似人頭特店,中,已通報執法機構,林志豪,第三方支付A,426,3,是,是,雙11購物檔期,0,G04,ADDR-G04,TEL-G04,WEB-G04,71,模擬資料
R00475,2025-11-11 12:52:00,樂購商行,25012069,桃園市桃園區中正路44號7樓,02-8482-6543,2025-07-05,https://www.shop1081-tw.com,疑似洗錢,高,確認涉詐,張家維,第三方支付B,129,3,是,是,雙11購物檔期,0,,,,,79,模擬資料
R00474,2025-11-11 18:24:00,金典國際有限公司,25003278,台中市西屯區台灣大道三段660號9樓,04-2310-6688,2024-07-05,https://www.goldtrade-shop-3.com,疑似假交易真套現,高,已移送偵辦,陳冠宇,第三方支付A,494,3,是,是,雙11購物檔期,0,G03,ADDR-G03,TEL-G03,WEB-G03,87,模擬資料
R00477,2025-11-11 19:04:00,聚鑫電子商務有限公司,25000894,新北市板橋區中山路一段168號12樓,02-2955-7711,2024-04-22,https://www.bestdeal-tw-3.com,疑似洗錢,中,要求補充資料,李佳穎,第三方支付B,568,3,是,是,雙11購物檔期,0,G02,ADDR-G02,TEL-G02,WEB-G02,71,模擬資料
R00478,2025-11-11 21:47:00,鑫盛國際有限公司,25008195,台北市信義區松仁路241號4樓,06-3045-9658,2024-02-17,https://www.shop1055-tw.com,疑似假投資平台收款,高,調查中,張家維,第三方支付B,633,3,是,是,雙11購物檔期,0,,,,,58,模擬資料
R00479,2025-11-11 22:59:00,飛躍國際有限公司,25013708,台南市中西區民生路二段62號12樓,07-7874-3478,2025-09-11,https://www.shop1092-tw.com,異常大量交易,高,調查中,吳佩珊,第三方支付C,61,3,是,是,雙11購物檔期,0,,,,,82,模擬資料
R00484,2025-11-12 08:23:00,領航行銷有限公司,25008493,台北市信義區松仁路252號7樓,07-8157-3789,2024-09-24,https://www.shop1057-tw.com,異常大量交易,高,調查中,張家維,第三方支付B,414,3,是,是,雙11購物檔期,1,,,,,63,模擬資料
R00482,2025-11-12 09:50:00,聚鑫數位有限公司,25001937,高雄市苓雅區中正二路88號6樓,07-223-5566,2024-09-01,https://www.easybonus-market-2.com,疑似人頭特店,高,已移送偵辦,王怡婷,第三方支付A,437,3,是,是,雙11購物檔期,1,G04,ADDR-G04,TEL-G04,WEB-G04,75,模擬資料
R00481,2025-11-12 11:15:00,大洋數位有限公司,25017433,台南市中西區民生路二段40號14樓,04-6236-3489,2025-08-22,https://www.shop1117-tw.com,疑似假交易真套現,高,要求補充資料,周柏廷,第三方支付C,82,3,是,是,雙11購物檔期,1,,,,,90,模擬資料
